ID,Published,ChannelID,ChannelName,CategoryID,DefaultAudioLang,DefaultLang,Views,Comments,Likes,Dislikes,SearchIndex,URL,Title,Length,Length (min),PublishedAgo
L-HZ2iGtiHY,2020-03-17T11:59:28.000Z,UCGhBQTaYICEZCdXXrlFVUFA,BE CREATIVE CHANNEL,26,,,853854,120,9054,563,88,https://youtube.com/watch?v=L-HZ2iGtiHY,DIY 3D FACE MASK/special mask/how to sew mask to prevent infection /handmade cloth mask,9:47,9.783333333,1 month ago
sQYecgsWWfU,2020-03-25T21:27:58.000Z,UCapZfFncLql7RrWH9fmfrSA,All Things Dami,22,,,852579,678,30710,535,86,https://youtube.com/watch?v=sQYecgsWWfU,DIY Face Mask // No sewing machine // how to make a medical face mask with no sewing machine needed,10:02,10.03333333,1 month ago
RfFA8BNd5w4,2020-03-16T15:36:20.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,837484,96,5595,362,87,https://youtube.com/watch?v=RfFA8BNd5w4,🚲Make Awesome Face Mask at Home 💙 How to Make Useful Mask 🌸 Diy Face Mask !,4:05,4.083333333,1 month ago
X_-R8Ox3Spw,2020-03-26T22:08:44.000Z,UCWnhR7raxVFDHmDXqCIzuAw,Missouri Star Quilt Company,27,en,,832026,886,12472,304,89,https://youtube.com/watch?v=X_-R8Ox3Spw,DIY Fabric Tie Face Mask with Jenny Doan of Missouri Star Quilt Company,8:58,8.966666667,4 weeks ago
YnmE9ziLqfk,2020-04-06T05:03:32.000Z,UCZidtdNcm0v8vUJZCo6WAYw,CARAMEL' S CANOPY,26,en-US,,825635,992,19273,785,94,https://youtube.com/watch?v=YnmE9ziLqfk,"DIY HOME MADE FACE MASK FROM SOCKS - NO SEWING MACHINE, WASHABLE, REUSABLE WITH POCKET FOR FILTER",10:40,10.66666667,2 weeks ago
LTmckSKt5gU,2020-03-28T07:28:40.000Z,UCZdGJgHbmqQcVZaJCkqDRwg,The Q,22,,,823975,1079,20762,724,91,https://youtube.com/watch?v=LTmckSKt5gU,Making Face Mask from Basic Materials,3:17,3.283333333,4 weeks ago
KIR1tLAz8RM,2020-03-13T23:52:58.000Z,UCklfVhDsXJCagKWJ1Ru91fg,Sew Yeah,26,,,817268,460,10764,369,92,https://youtube.com/watch?v=KIR1tLAz8RM,How to Sew a Simple Face Mask Tutorial,14:02,14.03333333,1 month ago
rD6bnzKTkcc,2020-03-24T01:11:29.000Z,UCAaLvz5xOyGDQ5Kun16D7zw,Jennifer Maker,26,en,,815723,2120,9553,400,90,https://youtube.com/watch?v=rD6bnzKTkcc,DIY Face Mask with Filter Pocket  - Make on a Cricut or By Hand!,17:55,17.91666667,1 month ago
3qwQpUVqJXY,2020-04-19T01:34:40.000Z,UCt7UAOOieiKduTV9XnVl6Rg,Hecho Con Mucho Amor,22,,,811861,242,21126,1347,106,https://youtube.com/watch?v=3qwQpUVqJXY,Como Hacer TAPABOCAS en Minutos /Face  Mask Ideas at Home /Useful Face Mask /How to Make Face Mask,13:44,13.73333333,1 week ago
fEHU0U4TQXc,2020-03-21T18:54:03.000Z,UC84muzRZsd_FKpe8pQ14-CA,The Sewing Room Channel,26,en,,805919,1256,36174,592,93,https://youtube.com/watch?v=fEHU0U4TQXc,10 Minute Face Mask,14:00,14,1 month ago
3YXQ0Y1NxdY,2020-03-25T21:55:41.000Z,UCvlx_1v9xayjnR9ZWq2HA3w,Riley Blake Designs,1,,,799243,740,7725,404,96,https://youtube.com/watch?v=3YXQ0Y1NxdY,Fabric Face Mask for Healthcare Workers,24:39:00,24.65,1 month ago
zkQq3Iex-qo,2020-04-03T15:41:46.000Z,UChfdE1PmRHTLwKd9uF5AWEA,The Twins Day,22,en-US,,797762,475,6928,467,95,https://youtube.com/watch?v=zkQq3Iex-qo,DIY Bandana Face Mask,3:39,3.65,3 weeks ago
yOQgMt44PPQ,2020-04-15T16:09:00.000Z,UCexNn7c7IhTrXd943DK3N0g,Crafty Daily,26,en,,784973,136,7356,699,97,https://youtube.com/watch?v=yOQgMt44PPQ,How to make Face Mask with Filter Pocket | Face Mask Sewing Tutorial | DIY Face Mask Pattern,15:54,15.9,1 week ago
cGnSSxiCkdw,2020-03-22T07:54:09.000Z,UC1WRRLMaXbRQW4ePOVeMGmg,PinkRoses Midz,24,,,782803,349,NaN,NaN,98,https://youtube.com/watch?v=cGnSSxiCkdw,LUMANG BRA FACE MASK IDEA | WASHABLE & REUSABLE | QUICK & EASY FACE MASK,4:03,4.05,1 month ago
Ikcjtz59j_8,2020-04-09T00:37:54.000Z,UCzOuGtenTx9oDi5Bvxg7L_Q,ArtsnCraft4u,26,en,,764098,542,16178,476,99,https://youtube.com/watch?v=Ikcjtz59j_8,How to make no sew and no elastic mask - A quick and easy mask,2:37,2.616666667,2 weeks ago
iPdrF85KXSE,2020-04-10T17:49:59.000Z,UCt0bFPv-qwQId0cr-18d8nw,BE HONEST ! DIY,26,en-GB,,733352,377,5462,1250,119,https://youtube.com/watch?v=iPdrF85KXSE,DIY : Instant facemask from socks ! No sew : No rubber band : Only one socks mask :,3:31,3.516666667,2 weeks ago
iDMzFFz97t4,2020-04-05T14:24:43.000Z,UC9duydx1VXTV0tP7q39S0Lw,JOANN Fabric and Craft Stores,26,en,,728235,152,NaN,NaN,100,https://youtube.com/watch?v=iDMzFFz97t4,How to Make a Fabric Mask without a Sewing Machine,3:54,3.9,3 weeks ago
6gcLp0y-Mfg,2020-03-24T21:02:28.000Z,UCq52x5MYI0tJ7fX5y54tVWg,Sarah Maker - DIY and Crafts,26,en-US,,721657,152,2394,144,102,https://youtube.com/watch?v=6gcLp0y-Mfg,How to Sew a Surgical Face Mask for Hospitals – Free Pattern,3:13,3.216666667,1 month ago
zoPSXaLKCNE,2020-03-20T04:24:56.000Z,UC5k0QhAP8mwqjIYHVLwBEZg,EasyToSew,26,,,716115,96,6867,245,101,https://youtube.com/watch?v=zoPSXaLKCNE,HOW TO MAKE FACE MASK AT HOME | DIY FACE MASK WITH FILTER POCKET AND WIRE| SEWING TUTORIAL,8:21,8.35,1 month ago
xcHAa7ENmbA,2020-04-04T03:24:41.000Z,UCZEqvmcl1mQ3XXkLO4ZWcnw,Life Soup,22,,,708948,113,3723,125,103,https://youtube.com/watch?v=xcHAa7ENmbA,No Sew Face Mask With LulaRoe Leggings,2:28,2.466666667,3 weeks ago
y3lcPRHo_nY,2020-04-03T23:09:55.000Z,UCXrEE1TyCslZgsH1Pql51-Q,Melanie Ham,26,en-US,en,704659,515,7918,324,104,https://youtube.com/watch?v=y3lcPRHo_nY,"DIY Face Mask with Ties, Fitted Nose and Filter Pocket",10:11,10.18333333,3 weeks ago
aHvghyn314U,2020-03-25T04:25:22.000Z,UCyJNp6DNzm56XrPppI8r67Q,Sweet Red Poppy,26,en-US,en,697431,520,10265,365,105,https://youtube.com/watch?v=aHvghyn314U,DIY Best Fabric Face Mask Step-by-Step Tutorial for Beginners | Sweet Red Poppy,11:32,11.53333333,1 month ago
5FCvj-7vlf0,2020-03-31T23:30:13.000Z,UChsm-RX5yZLNItng6KJ_LJA,Taya Somes,27,,,689918,403,9166,275,115,https://youtube.com/watch?v=5FCvj-7vlf0,How to sew a NO GAP - DIY Medical Face mask step-by-step Tutorial with Free Printable Pattern,11:50,11.83333333,3 weeks ago
lgC1uwTxPQU,2020-04-03T12:13:32.000Z,UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,25,en,en,687116,3364,3461,527,107,https://youtube.com/watch?v=lgC1uwTxPQU,Federal Government To Make New Recommendation On Wearing Face Masks | TODAY,19:07,19.11666667,3 weeks ago
epkPrgfF7-w,2020-03-26T14:40:44.000Z,UCR_DcXVVclaA3kSOFJMaCqw,Ramulu Tailor,26,,,686760,113,7531,533,111,https://youtube.com/watch?v=epkPrgfF7-w,How to Make Mask at Home I face mask making with cloth - Ramulu Tailor,4:38,4.633333333,1 month ago
xbGCqFJp7r4,2020-04-02T20:46:17.000Z,UC_0fs5UyXJRYXwGW_WA-nbA,Raising Nobles,1,en-US,,685575,904,8480,420,108,https://youtube.com/watch?v=xbGCqFJp7r4,DIY FACE MASK WITH FILTER POCKET & NOSE WIRE | HOW TO SEW A MEDICAL FACE MASK | DIY MASK,12:17,12.28333333,3 weeks ago
6T787NV6FpA,2020-03-07T19:55:26.000Z,UCAWFU7QSG9_m82viXaVZxKQ,Raphaela Laurean,24,en,,682153,1329,9561,612,110,https://youtube.com/watch?v=6T787NV6FpA,How To Make A No Sew DIY N95 Type Protective Face Mask | Coronavirus | Covid-19,11:55,11.91666667,1 month ago
sOJ_sm137fQ,2020-01-17T00:16:04.000Z,UCGfekj9izgAcBPPhnUVnHkA,Rhozzy G.,26,en,,677418,153,3892,177,109,https://youtube.com/watch?v=sOJ_sm137fQ,How to sew a simple Fabric Face Mask,7:17,7.283333333,3 months ago
xL8ctct0Dz4,2020-04-02T06:00:21.000Z,UCfUrcvQMkaf9gW2hEyMLhBA,Millie and Chloe,24,en,,668223,1089,15479,388,112,https://youtube.com/watch?v=xL8ctct0Dz4,DIY FACE MASK - 2 STYLES // How To Make Easy Fabric FACE MASKS in 10 MINUTES!,10:21,10.35,3 weeks ago
VNvRl5AXt8I,2020-03-20T16:21:24.000Z,UC3d8MjmqeSBt8j9oRwSYcIw,Lorrie Nunemaker,1,,,659552,417,NaN,NaN,113,https://youtube.com/watch?v=VNvRl5AXt8I,How to make a Face Mask,7:10,7.166666667,1 month ago
Qub1oRr2Gn4,2020-03-29T18:37:24.000Z,UCmtP-5AMY-izYg2WWe-G6Yw,Nammzzi the Monglish,24,,,654219,788,14426,582,114,https://youtube.com/watch?v=Qub1oRr2Gn4,How to make 3 EASY DIY Face Masks (No Sewing / machine) Reusable / Cheap - Nammzzi Tutorial,12:04,12.06666667,4 weeks ago
dY3aS1L7S-4,2020-03-27T19:51:26.000Z,UC0wN7fS1ATmM4ZTafhB9oBg,Erica Arndt,27,en,en,648606,409,15707,281,118,https://youtube.com/watch?v=dY3aS1L7S-4,How to Sew a Face Mask with Fabric Ties // TUTORIAL!,8:13,8.216666667,4 weeks ago
q2B7Twkh2SI,2020-03-11T23:41:49.000Z,UCi7ZB7TRZ92Fy0Iol1s5K2g,Sewing Therapy,26,en-US,,648543,515,6589,172,117,https://youtube.com/watch?v=q2B7Twkh2SI,DIY Mask : How To Make a Mask with a Replaceable Filter (Free Pattern) Ver.1 - Sewing Therapy,8:11,8.183333333,1 month ago
Sq5XGrGq7QU,2020-03-12T00:29:26.000Z,UCeCUA3TeFPmi2OTySeDZ-ig,KALININA DIY,26,en,en,646950,142,6208,467,116,https://youtube.com/watch?v=Sq5XGrGq7QU,😷 How to sew face mask | How to make fabric mask (DIY) 😷,13:15,13.25,1 month ago
BCmkCTFEUos,2020-03-16T16:52:09.000Z,UCJr15pKc8v6MJ0hm-LQKCjA,NProkuda,27,zxx,,635793,189,4101,927,121,https://youtube.com/watch?v=BCmkCTFEUos,DIY Face Mask | How to make MEDICAL MASK out of WET WIPES | Tutorial by NProkuda,7:13,7.216666667,1 month ago
Ibk6NsTPjfw,2020-04-10T08:55:30.000Z,UCexNn7c7IhTrXd943DK3N0g,Crafty Daily,26,en,,630933,101,3830,376,123,https://youtube.com/watch?v=Ibk6NsTPjfw,How to Make a No-Sew Face Mask with a Bandana | DIY No Sew Face Mask  Easy and Quick for Anyone,2:00,2,2 weeks ago
bCCtGq6maw8,2020-03-24T14:05:10.000Z,UC5Xmzq0tXkKmwt1uKGaXFLw,Jess OklaRoots,26,en,,621854,1444,12847,394,120,https://youtube.com/watch?v=bCCtGq6maw8,DIY Face Masks - 3 Versions - 3 Strap Options - Filter Pocket and Nose Frame,39:42:00,39.7,1 month ago
9PRlhV8gbTA,2020-04-07T06:19:51.000Z,UCov83RUN-y4hJQly4YMdFuA,Nanay Express,24,en,,619454,244,10290,390,122,https://youtube.com/watch?v=9PRlhV8gbTA,EASY DIY Face Mask with Filter Pocket | NO Sewing Machine,7:11,7.183333333,2 weeks ago
BJmZFPY-4h8,2020-04-22T00:46:15.000Z,UCZsyhyipL5S8E1l-65mpoOQ,Daisy Multifacetica,24,en,,616584,425,14647,469,124,https://youtube.com/watch?v=BJmZFPY-4h8,How to Sew the VERY BEST Fitted Fabric Face Mask with Filter Pocket and Nose Support [FREE PATTERNS],20:52,20.86666667,4 days ago
056EB22bmfw,2020-04-15T15:08:22.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,615779,40,3916,205,126,https://youtube.com/watch?v=056EB22bmfw,☔Make Face Mask With Hair Rubber Bands 💙 Stylish Face Mask 🌹 How to Make Face Mask at Home !,2:40,2.666666667,1 week ago
fAbEKjf7Zvw,2020-04-12T22:09:37.000Z,UCGiNMApczHhQNPJ0rZ8hlQg,Tripta,22,,,597380,64,4381,461,133,https://youtube.com/watch?v=fAbEKjf7Zvw,FACE MASK SEWING TUTORIAL | How to make a Cloth Face Mask | Easy 3D Face Mask,10:15,10.25,1 week ago
rmUH0Om3pBM,2020-04-21T11:49:35.000Z,UC9_IVRY9Rg29nVWNJ5pPpxQ,Rin DIY,22,,,595505,56,5389,265,130,https://youtube.com/watch?v=rmUH0Om3pBM,How to make  face mask |  Easy Pattern | หน้ากากอนามัยทำเอง ด้วยแพทเทิร์นง่ายๆ,6:29,6.483333333,5 days ago
fMA7a6xO3G0,2020-02-07T17:28:45.000Z,UCffGg7vLhV4d7OCRA_q_lFw,The Ideal Mobile,26,,,590838,494,6830,348,125,https://youtube.com/watch?v=fMA7a6xO3G0,DIY Homemade Surgical Face Mask,3:15,3.25,2 months ago
JpNmJGClKKI,2020-03-23T19:08:03.000Z,UCSWqS4gVZEUOIS345CKRmPA,The DIY Designer,26,en,en,585153,904,21625,487,127,https://youtube.com/watch?v=JpNmJGClKKI,DIY: FACE MASKS For All Ages (Washable + Re-Usable!) -By Orly Shani,10:51,10.85,1 month ago
8E0oxZxrfxU,2020-03-14T10:58:59.000Z,UC2ae70W6xXjT3ehS0G-NBUQ,Mr Crafts,26,en,,580595,99,3687,263,128,https://youtube.com/watch?v=8E0oxZxrfxU,🚲How to Make Face Mask at Home 💙 Make Useful Mask Easy 🌸 Beautiful Mask Diy Ideas !,3:22,3.366666667,1 month ago
N8WSpnVSsRg,2020-03-16T20:09:30.000Z,UCT_3WbJ28UkP3SJriQrn_-w,ProperFit Clothing Co.,26,,,567914,333,10312,570,129,https://youtube.com/watch?v=N8WSpnVSsRg,How to Make N95 PM2.5 Face Mask,10:48,10.8,1 month ago
zB68tnsXQ2w,2020-03-25T23:17:03.000Z,UCkuJY1dJ6SCWxPcAVvdVpPg,MADE Everyday,26,,,561426,385,5614,213,131,https://youtube.com/watch?v=zB68tnsXQ2w,SEW DIY FABRIC FACE MASK,9:06,9.1,1 month ago
yPn5LPryn8I,2020-04-18T11:10:18.000Z,UCfOJ_V_0NE13e4M2OxrwqkQ,Maison ZiZou,26,,,555859,171,8641,303,144,https://youtube.com/watch?v=yPn5LPryn8I,DIY NO SEW Face mask from T-shirt sleeve | 5 minutes | Maison Zizou,4:33,4.55,1 week ago
oMYII7ccTbM,2020-04-05T18:51:50.000Z,UCT4alvCbkYwo36OgaNFsRiA,moosetube,26,en,,541924,72,3327,862,137,https://youtube.com/watch?v=oMYII7ccTbM,DIY MASK Simple Easy,1:20,1.333333333,3 weeks ago
POvs4vlQJOM,2020-03-31T21:07:05.000Z,UC_0fs5UyXJRYXwGW_WA-nbA,Raising Nobles,1,en-US,,536764,882,16185,332,132,https://youtube.com/watch?v=POvs4vlQJOM,HOW TO SEW A MEDICAL FACE MASK WITH FILTER POCKET \\ DIY FACE MASK TUTORIAL FOR HOSPITALS,13:32,13.53333333,3 weeks ago
jYMkW469NNc,2020-04-05T11:18:18.000Z,UC5R0wgIYygsLVRwaKtSSGVA,INNOVA Crafts,26,en,en,533404,174,5690,263,134,https://youtube.com/watch?v=jYMkW469NNc,How to Make Face Mask With Filter Pocket ~ DIY Face Mask at Home in 2 minutes,2:32,2.533333333,3 weeks ago
9uoPdENq68Y,2020-04-04T14:42:01.000Z,UCNBmxc6FvKyxtCpUygcdINA,WKYC Channel 3,25,,,529211,182,3705,172,135,https://youtube.com/watch?v=9uoPdENq68Y,How to make your own face mask without a sewing machine,1:33,1.55,3 weeks ago
3HMz6-EngLc,2020-03-22T08:12:07.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,516367,84,NaN,NaN,138,https://youtube.com/watch?v=3HMz6-EngLc,How to make face mask with napkin | DIY,3:05,3.083333333,1 month ago
S2AdswfL9VM,2020-04-03T21:16:21.000Z,UCBfa0oRc7GJv_gYQIzHKsEw,Sew It Online,24,,,514584,354,6003,544,136,https://youtube.com/watch?v=S2AdswfL9VM,How To Sew A Face Mask FAST & Easy- Darted Mask,12:32,12.53333333,3 weeks ago
v93rcPkFkZc,2020-04-09T17:01:35.000Z,UCknLrEdhRCp1aegoMqRaCZg,DW News,25,en,en-US,510316,1345,5406,342,139,https://youtube.com/watch?v=v93rcPkFkZc,Everything you need to know about face masks | COVID-19 Special,13:55,13.91666667,2 weeks ago
yx-RRrGtTmw,2020-03-19T21:13:28.000Z,UCTF1ykSjaLoOZD-lxrpB6sg,SonitekCorp,28,en,,504852,NaN,2158,183,141,https://youtube.com/watch?v=yx-RRrGtTmw,How Surgical N95 Face Mask are made using Ultrasonic Welding By Sonitek,1:34,1.566666667,1 month ago
8O88qNImD8M,2020-03-27T20:00:02.000Z,UC-a6wH804vbNhS_lTQNp7ZA,Good Housekeeping,24,en-US,,503121,363,3431,253,140,https://youtube.com/watch?v=8O88qNImD8M,How To Make DIY Face Masks To Donate To Healthcare Workers | Good Housekeeping,13:54,13.9,4 weeks ago
e-vIyLMgUhg,2020-03-24T17:31:25.000Z,UCU3AeKN8T1vneDFl7Pip5Sg,North Memorial Health,27,en,,499460,0,6507,225,143,https://youtube.com/watch?v=e-vIyLMgUhg,How to make a healthcare mask with special filter pocket,7:35,7.583333333,1 month ago
Xueb4VHqXQU,2020-03-28T02:02:05.000Z,UCnydW-B_VihlsoDIARjV7vg,itsalwaysautumn.com,22,,,499262,156,3424,249,145,https://youtube.com/watch?v=Xueb4VHqXQU,How to Sew a Face Mask,13:07,13.11666667,4 weeks ago
BQSipFa77Tc,2020-03-17T13:38:37.000Z,UCf1R5xDDUxTkVpitd9vN97Q,FourSeasonsDecor,22,,,498845,91,3142,170,142,https://youtube.com/watch?v=BQSipFa77Tc,Szájmaszk készítése házilag egyszerűen ! How to make face mask | DIY | Stay at home,5:09,5.15,1 month ago
SLI3DECJR_Q,2020-03-26T19:15:11.000Z,UCdXeFYkjMqYfD8Xvl4hvMyA,Creative Ideas,26,,,492715,210,4219,824,146,https://youtube.com/watch?v=SLI3DECJR_Q,How to Make a No Sew DIY protective Face Mask | Disposable Face Mask | Coronavirus | Covid-19,2:44,2.733333333,1 month ago
S1evPjZxx64,2020-04-02T15:00:25.000Z,UCWfwA2Rcw6GRFESo8o622Bw,Anjurisa,26,en,en,485741,379,12359,295,147,https://youtube.com/watch?v=S1evPjZxx64,EASY Step by Step 🤗 How to Make Fabric Face Mask with Filter Pocket,6:28,6.466666667,3 weeks ago
VcQ69_ANsRA,2020-03-20T17:40:21.000Z,UCvknI22P32FxprncDmtpWpw,Joost De Cock,26,en-US,en-US,476739,250,1516,28,148,https://youtube.com/watch?v=VcQ69_ANsRA,Make your own face mask (from scratch),4:03,4.05,1 month ago
XEHXyG57LUc,2020-04-06T07:29:22.000Z,UCexNn7c7IhTrXd943DK3N0g,Crafty Daily,26,en,,464596,16,2582,195,149,https://youtube.com/watch?v=XEHXyG57LUc,Face Mask with Filter Pocket | How to make Face Mask Cloth from Old T-Shirt | No Sewing Machine,3:18,3.3,2 weeks ago
oPYp-kjiqtw,2020-04-10T16:00:21.000Z,UC-a6wH804vbNhS_lTQNp7ZA,Good Housekeeping,24,en-US,,463906,157,4029,261,150,https://youtube.com/watch?v=oPYp-kjiqtw,How To Make A DIY No-Sew Face Mask | Good Housekeeping,5:35,5.583333333,2 weeks ago
6DuMYt_RFhU,2020-03-23T07:52:19.000Z,UCEXBPO9JKW2KCjwVxGRtm2g,Vijay laxmi Creation,24,,,453979,71,3625,451,151,https://youtube.com/watch?v=6DuMYt_RFhU,How to make  face mask homemade stitching method,5:39,5.65,1 month ago
REtQwwRoxuY,2020-04-09T20:02:51.000Z,UCUUWDzrkuEztzddaW_sgQbA,NJ.com,25,en,en,438230,1197,6587,525,152,https://youtube.com/watch?v=REtQwwRoxuY,How to make your own face mask. No sewing required.,2:19,2.316666667,2 weeks ago
aI2jfhppzBk,2020-04-03T20:43:14.000Z,UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,25,en,,434807,125,2148,219,153,https://youtube.com/watch?v=aI2jfhppzBk,"How to make an easy, no-sew face mask",1:42,1.7,3 weeks ago
ZOtQ6DU3P60,2020-04-05T03:33:35.000Z,UCPkXUVZq_NaxgguAb9qSCyA,LuLaRoe Christine Gilbert the LuLaNut 1,26,en-US,,425846,213,7159,153,158,https://youtube.com/watch?v=ZOtQ6DU3P60,"🚨 NO SEW 🚨, EASY, 2-Minute Face Mask w/FILTER made with LuLaRoe Leggings",4:32,4.533333333,3 weeks ago
mz31_EcLMbI,2020-03-23T23:41:35.000Z,UCv7tyVGWpJMiPIQXBHQ308Q,DIY Crafts TV,26,en,,421689,224,6531,251,154,https://youtube.com/watch?v=mz31_EcLMbI,3 DIY RE-USABLE FACE MASK TO PROTECT FROM SICK //3 Difficulty Levels// Cause You Asked Me To Do,11:43,11.71666667,1 month ago
iIuQMZ1Iw5M,2020-04-24T22:20:16.000Z,UCGiNMApczHhQNPJ0rZ8hlQg,Tripta,22,,,417933,88,4944,220,156,https://youtube.com/watch?v=iIuQMZ1Iw5M,HOW TO MAKE BEST FIT FACE MASK WITH FILTER POCKET | Easy Sew Tshirt Mask with Hair Ties,12:37,12.61666667,1 day ago
w9-QaEwBPTM,2020-03-07T11:30:05.000Z,UC3Jl6oPc3QQe3eVWznQRtxg,Ageberry,26,,,413586,152,2015,129,157,https://youtube.com/watch?v=w9-QaEwBPTM,Fabric face mask DIY,26:04:00,26.06666667,1 month ago
mai-UqdNRi8,2020-03-25T03:43:07.000Z,UC33egDOghvu6FwbpmwzrP_Q,jimhappy,22,en-US,,412647,471,4029,103,155,https://youtube.com/watch?v=mai-UqdNRi8,Easy No-Sew Shop Towel Mask - Please please share! Also on Facebook.,11:37,11.61666667,1 month ago
U85xbxlstyg,2020-04-08T20:03:35.000Z,UCPnSaAAVVo0q1tfWY5S3j7g,withwendy,26,en-CA,en-GB,401148,513,16672,291,160,https://youtube.com/watch?v=U85xbxlstyg,I made hospital-approved face masks | WITHWENDY,10:10,10.16666667,2 weeks ago
IlTTiQnSq_4,2020-04-25T11:19:53.000Z,UCexNn7c7IhTrXd943DK3N0g,Crafty Daily,26,en,,400426,72,6263,206,167,https://youtube.com/watch?v=IlTTiQnSq_4,How to Make a Face Mask at Home Easy | DIY Face Mask No Sewing Machine,5:01,5.016666667,1 day ago
KrZS00fjgI0,2020-02-13T03:32:40.000Z,UC48pA3EqrmEYxos_acXqGwg,AK chanel,22,,,399804,111,4523,196,159,https://youtube.com/watch?v=KrZS00fjgI0,How to make FACE MASK for Corona Virus prevention – Quick and Easy,13:10,13.16666667,2 months ago
Evvr7l1lb88,2020-04-14T20:44:02.000Z,UCxsXzRQTQRuY5W9Z9psyK8Q,kutikuti diy,22,,,397055,278,11276,342,170,https://youtube.com/watch?v=Evvr7l1lb88,How to make face mask || NO Sewing machine! Diy face mask,10:31,10.51666667,1 week ago
Fv2zrkE5yQ4,2020-04-01T15:11:39.000Z,UCkng_xb4HFUs4W4mZnuuqEg,Leah Day,26,en,,389486,231,3738,220,161,https://youtube.com/watch?v=Fv2zrkE5yQ4,Child Size Face Mask Sewing Tutorial with Ties and Filter Pocket - Fast and Efficient!,20:27,20.45,3 weeks ago
v9FSDSc76q4,2020-04-05T01:08:11.000Z,UCSqN878DyQuIKuH0TkqdXUw,CreativityWindow™,26,en,,373340,70,NaN,NaN,165,https://youtube.com/watch?v=v9FSDSc76q4,DIY PPE: Quick and Easy Face Shield,3:20,3.333333333,3 weeks ago
ghimM0GGulQ,2020-04-18T15:03:17.000Z,UCrtz6CSbYmMkA_Nni9h6WzA,DIY anna / Uradi sama,26,en,en,371170,53,NaN,NaN,178,https://youtube.com/watch?v=ghimM0GGulQ,How to make perfect size face mask | DIY,4:15,4.25,1 week ago
Mgp7DSGN33k,2020-04-11T01:00:41.000Z,UC3JhfsgFPLSLNEROQCdj-GQ,Headspace,26,en,,366527,98,2958,104,163,https://youtube.com/watch?v=Mgp7DSGN33k,How to Make a DIY No-Sew Face Mask,1:20,1.333333333,2 weeks ago
S0TUgpI9ppg,2020-03-21T16:34:52.000Z,UCsxPqupJLFQMwmpY-k7DQbQ,NicoleHerrick,26,en-GB,,365276,839,6511,169,162,https://youtube.com/watch?v=S0TUgpI9ppg,"How to make a WASHABLE FACE MASK | Water repellant, snug fit, comfortable, shapeable nose wire.",22:13,22.21666667,1 month ago
x64QdUl5mgE,2020-03-30T22:19:36.000Z,UCl5v3GI-2usg1RbmaqR-cbA,SewCanShe,26,,,363016,NaN,4674,227,164,https://youtube.com/watch?v=x64QdUl5mgE&t=67s,DIY Face Mask Filter with HEPA Fabric,11:26,11.43333333,3 weeks ago
3nkFkQXaUbQ,2020-03-24T01:32:11.000Z,UC13ISBmVO_bGUTHgyK6ASEA,DuckInYellow,26,,,355594,121,2075,150,168,https://youtube.com/watch?v=3nkFkQXaUbQ,How to Make a Face Mask using the Joann Fabric's pattern guide,4:32,4.533333333,1 month ago
IJ98lHPqZZo,2020-04-08T21:00:11.000Z,UCIVVhpcnP9U5J_mlt-pSbQg,Sophie Fergi,24,en,,353098,NaN,18323,395,166,https://youtube.com/watch?v=IJ98lHPqZZo,How To Make A Face Mask At Home! Easy DIY Masks **Tutorial W/ Piper Rockelle** 😷😃| Sophie Fergi,8:21,8.35,2 weeks ago
p2Lwyw2tOng,2020-04-06T09:35:55.000Z,UCl5xJ1MmCky89xegbJDdwcQ,Treasurie,26,en-US,,341965,135,2385,176,169,https://youtube.com/watch?v=p2Lwyw2tOng,Face Mask Pattern - No Sewing Machine - Hand Stitch Style for Beginners,12:08,12.13333333,2 weeks ago
0JGQv1hnuH0,2020-04-04T15:19:55.000Z,UCnt-KIb8Ls3Xk3r6HFxtotQ,New Little Life by Allison,1,,,333464,137,3903,137,173,https://youtube.com/watch?v=0JGQv1hnuH0,SUPER EASY Beginner Sewing Mask Tutorial - THE EASIEST 5-minute face mask,2:43,2.716666667,3 weeks ago
XHT5yUQer5w,2020-03-31T17:11:36.000Z,UC7F1_XUGsf9EQQK2TLfZ4Ig,Shabby Fabrics,26,en,en,332925,619,5153,196,172,https://youtube.com/watch?v=XHT5yUQer5w,How to Make a Fabric Face Mask Fast & Easy | With or Without Elastic | a Shabby Fabrics Tutorial,17:05,17.08333333,3 weeks ago
JTmtO-_1Seo,2020-03-18T11:23:08.000Z,UCuOZFn_z1YSXoOQ2Cuyk3Hw,EXPERIMENT ANKIT,22,,,329839,47,2745,465,171,https://youtube.com/watch?v=JTmtO-_1Seo,How To Make Face Mask At Home by Handkerchief//How To make Face Mask/रूमाल से बनाए फेस मास्क घर पे,2:21,2.35,1 month ago
F8vyTKi8UbQ,2020-03-17T04:00:04.000Z,UClCAx3BAdt7rOZmn-_LMsUg,MEENA BOUTIQUE,22,hi,,327388,231,6974,310,174,https://youtube.com/watch?v=F8vyTKi8UbQ,how to make face mask at home | corona virus mask | surgical face mask  | mask diy,6:18,6.3,1 month ago
