22,fAKl4vVxTv0,https://youtube.com/watch?v=fAKl4vVxTv0,Making Your Own Mask At Home l DIY Economical Face Mask At Home During Covid-19,5:22,5.366666666666666,3.5M,1 month ago
23,eS71USSMEB0,https://youtube.com/watch?v=eS71USSMEB0,HANDMADE FACE MASK IDEAS | МАСКА МЕДИЦИНСКАЯ СВОИМИ РУКАМИ,4:04,4.066666666666666,3.4M,1 month ago
24,ZnVk12sFRkY,https://youtube.com/watch?v=ZnVk12sFRkY,Instructional video for sewing the Olson mask (COVID-19),18:21,18.35,3.4M,1 month ago
25,VUasSmReIVo,https://youtube.com/watch?v=VUasSmReIVo,DIY FACE MASK from old clothes in 2 ways - Washable & Reusable face mask - No sewing machine,9:03,9.05,3.3M,4 weeks ago
26,XjWOv-6WCXA,https://youtube.com/watch?v=XjWOv-6WCXA,Face Mask Sewing Tutorial | How to sew a Face Mask | Cloth Face Mask No Sewing Machine,4:23,4.383333333333334,3.2M,2 weeks ago
27,o8OyV15ua24,https://youtube.com/watch?v=o8OyV15ua24,DIY Fabric Face Mask | Hobby Lobby®,2:20,2.3333333333333335,2.9M,3 weeks ago
28,RjIzW8uaxYs,https://youtube.com/watch?v=RjIzW8uaxYs,Face Mask Sewing Tutorial | How to make Cloth Face Mask | Simple 3D Face Mask,5:32,5.533333333333333,2.8M,2 weeks ago
29,zz0YpY6VqVU,https://youtube.com/watch?v=zz0YpY6VqVU,The 15 Minute Mask,21:46,21.766666666666666,2.7M,1 month ago
30,OPZSRwXnaqE,https://youtube.com/watch?v=OPZSRwXnaqE,Quick & Easy Bandana Face Mask Tutorial,2:27,2.45,2.6M,1 month ago
31,D-S4STsImwo,https://youtube.com/watch?v=D-S4STsImwo,หน้ากากอนามัยทำเอง แบบที่ 9 | How to make face mask,17:35,17.583333333333332,2.6M,1 month ago
32,tPx1yqvJgf4,https://youtube.com/watch?v=tPx1yqvJgf4,How to Make Your own Face Covering,0:46,0.7666666666666667,2.5M,3 weeks ago
33,ySJLeQYp4UM,https://youtube.com/watch?v=ySJLeQYp4UM,DIY Face Mask | How to make a Face Mask DIY Tutorial | Face Mask by Paper Towels,7:07,7.116666666666666,2.5M,4 weeks ago
34,FW1TCQDN4do,https://youtube.com/watch?v=FW1TCQDN4do,Tutorial on How to BATCH sew masks for hospitals!,4:01,4.016666666666667,2.3M,4 weeks ago
35,9tBg0Os5FWQ,https://youtube.com/watch?v=9tBg0Os5FWQ,"How to make a face mask for doctors, nurses and health care workers - COVID-19 - Deaconess Hospital",7:48,7.8,2.3M,1 month ago
36,Dy59oQArwXI,https://youtube.com/watch?v=Dy59oQArwXI,How to Make an N95 Mask out of a BRA DIY Do it Yourself Respirator Mask In My Opinion,19:39,19.65,2.3M,1 month ago
37,AhGUBjK10DI,https://youtube.com/watch?v=AhGUBjK10DI,DIY Face Mask with Elastic in 10 minutes - Sewing Tutorial,6:59,6.983333333333333,2.2M,3 weeks ago
38,DJZeT4GCD7U,https://youtube.com/watch?v=DJZeT4GCD7U,TAPABOCAS SIN MÁQUINA - MAKE FABRIC FACE MASK AT HOME - DIY FACE MASK NO SEWING MACHINE,2:20,2.3333333333333335,2.2M,4 days ago
39,-t_Gz3lGwF8,https://youtube.com/watch?v=-t_Gz3lGwF8,Best Fit Face Mask Tutorial Video,6:58,6.966666666666667,2.2M,2 weeks ago
40,X8PwwqAzD3I,https://youtube.com/watch?v=X8PwwqAzD3I,3 Easy Face Masks From Cloth Bag/ How to make disposable Face mask easily at home/ Easy,9:00,9,2.1M,1 month ago
41,v8HNYKvlaN8,https://youtube.com/watch?v=v8HNYKvlaN8,"To make the BEST DIY face mask, and what to use if you can’t find supplies.",18:10,18.166666666666668,2M,1 month ago
42,31CBnLw6wDU,https://youtube.com/watch?v=31CBnLw6wDU,Face Mask Sewing Tutorial | How to make Fabric Face Mask | Cloth Face Mask No Sewing Machine,6:01,6.016666666666667,1.9M,1 week ago
43,EAj12GKuAEk,https://youtube.com/watch?v=EAj12GKuAEk,"How To Make a Pleated Face Mask // Washable, Reusable, No-Sewing Required",1:43,1.7166666666666668,1.8M,1 month ago
44,ha6xEjnXO34,https://youtube.com/watch?v=ha6xEjnXO34,HOW TO DIY FACE MASK / NO SEW EASY TO MAKE / DOLLAR TREE DIY,7:07,7.116666666666666,1.7M,1 month ago
45,e5btJ0_KTU8,https://youtube.com/watch?v=e5btJ0_KTU8,How To Make a Mask At Home: 3 Easy DIY Masks,9:32,9.533333333333333,1.7M,2 weeks ago
46,lkHZO3CETsQ,https://youtube.com/watch?v=lkHZO3CETsQ,DIY Face Mask Video Tutorial,12:58,12.966666666666667,1.6M,1 month ago
47,3hcSCgAD8f8,https://youtube.com/watch?v=3hcSCgAD8f8,How To Turn A Bandana Into A Face Mask For Coronavirus,3:12,3.2,1.6M,3 weeks ago
48,Ol3jKp-YH8k,https://youtube.com/watch?v=Ol3jKp-YH8k,DIY NO SEW Face Mask | Just t-shirt & scissors | 2-4 mins | #Stayhome #Withme,7:40,7.666666666666667,1.6M,2 weeks ago
49,nauxXkljAVs,https://youtube.com/watch?v=nauxXkljAVs,Quick way to make face mask in 1 minute,2:17,2.283333333333333,1.5M,1 month ago
50,ZUvWbyj6MFQ,https://youtube.com/watch?v=ZUvWbyj6MFQ,How to make a NO SEW DIY FACE MASK - $0 Quick & Easy Tutorial,7:41,7.683333333333334,1.5M,1 month ago
51,TL9D6ZFtZHM,https://youtube.com/watch?v=TL9D6ZFtZHM,How to Sew a Surgical Face Mask for Hospitals | Sweet Red Poppy,3:07,3.1166666666666667,1.5M,1 month ago
52,aNjpH5lBZ8w,https://youtube.com/watch?v=aNjpH5lBZ8w,Experts devise do-it-yourself face masks to help people battle coronavirus,2:02,2.033333333333333,1.5M,2 months ago
53,BnhePGv0gmQ,https://youtube.com/watch?v=BnhePGv0gmQ,Tips & Tricks for Making Non-Surgical Protective Fabric Face Masks,4:43,4.716666666666667,1.4M,3 weeks ago
54,6hpzLQTy-SA,https://youtube.com/watch?v=6hpzLQTy-SA,DIY FABRIC FACE MASK: PRINTABLE PATTERN IN DESCRIPTION BOX WITH MEASUREMENTS,11:41,11.683333333333334,1.4M,1 month ago
55,mqjlY0XjIZk,https://youtube.com/watch?v=mqjlY0XjIZk,How to Make a Face Mask WITHOUT Elastic ... How to Make a Face Mask with Ties,30:30,30.5,1.4M,1 month ago
56,5we_5TYpXBY,https://youtube.com/watch?v=5we_5TYpXBY,5 EASY STEPS TO MAKE DIY FACE MASK by Yellow Heart 💛,11:28,11.466666666666667,1.4M,2 months ago
57,u9MnDsUyYAA,https://youtube.com/watch?v=u9MnDsUyYAA,How to make disposable face mask from paper towel in just 5 minutes | Maison Zizou,4:27,4.45,1.3M,1 month ago
58,8Y74imX0BeI,https://youtube.com/watch?v=8Y74imX0BeI,"How to Crochet a Quick and Easy Face Mask, Face Warmer - V34",9:34,9.566666666666666,1.3M,1 month ago
59,L6eoufysYiw,https://youtube.com/watch?v=L6eoufysYiw,How to make face Mask Easy method // फेस मास्क बनाना सीखें बड़ी ही आसानी से,8:28,8.466666666666667,1.3M,1 month ago
60,GmR2P4-b2Uc,https://youtube.com/watch?v=GmR2P4-b2Uc,"DIY Mask, Face Mask - 2 Styles - Fabric Face Mask Pattern",8:59,8.983333333333333,1.2M,4 weeks ago
61,nRdpEqwuF_0,https://youtube.com/watch?v=nRdpEqwuF_0,How to Sew a Bias Tape Surgical Face Mask with Flexible Nose | Sweet Red Poppy,3:17,3.283333333333333,1.2M,1 month ago
62,dnBqwowZi5w,https://youtube.com/watch?v=dnBqwowZi5w,Bandana Face Mask- with hair ties- No Sewing DIY,1:52,1.8666666666666667,1.1M,3 weeks ago
63,4kwFaRFHKhY,https://youtube.com/watch?v=4kwFaRFHKhY,How to make an easy face mask that's washable and reusable with spare fabric,10:08,10.133333333333333,1.1M,1 month ago
64,ZCITvWle-Bc,https://youtube.com/watch?v=ZCITvWle-Bc,Shaped Denim Face Mask,2:51,2.85,1.1M,4 weeks ago
65,GkcduBa9dLg,https://youtube.com/watch?v=GkcduBa9dLg,DIY *NO SEW* FACE MASKS! (free and easy!),3:14,3.2333333333333334,1.1M,3 weeks ago
66,yPyhtXabsLQ,https://youtube.com/watch?v=yPyhtXabsLQ,How To Make Mask At Home / How to make Face mask easily at home,3:04,3.066666666666667,1.1M,1 month ago
67,KQZPhj_erhg,https://youtube.com/watch?v=KQZPhj_erhg,No-Sew T-shirt Face Mask DIY,12:33,12.55,1.1M,3 weeks ago
68,5cAmdlgYI_E,https://youtube.com/watch?v=5cAmdlgYI_E,"Face Mask, NO Sewing Machine❌From T-shirt| The Easiest DIY😍",3:35,3.5833333333333335,1.1M,3 weeks ago
69,nE0EuDHMfZ4,https://youtube.com/watch?v=nE0EuDHMfZ4,No Sew DIY Face Mask Made of Handkerchief and Rubber Bands,1:51,1.85,1M,1 month ago
70,935MOLLyw00,https://youtube.com/watch?v=935MOLLyw00,How To Make Face Mask At Home By Tissue Paper || How To Make Own Face Mask |Tissue Paper Face Mask,2:55,2.9166666666666665,1M,1 month ago
71,ieI7HITRm3c,https://youtube.com/watch?v=ieI7HITRm3c,"Emergency face masks - 5 easy, quick, no sew ideas",4:27,4.45,1M,1 month ago
72,JR5yb4sFDTo,https://youtube.com/watch?v=JR5yb4sFDTo,PRINTABLE Pattern For Face Mask FREE! 😍 Try this Reversible Face Mask DIY!,5:14,5.233333333333333,1M,3 weeks ago
73,KBR98YKAr7w,https://youtube.com/watch?v=KBR98YKAr7w,Official Face Mask Sewing Video Tutorial - With Pocket For Filter Media | Craft Passion,21:42,21.7,994K,4 weeks ago
74,WCx4lq1-Psg,https://youtube.com/watch?v=WCx4lq1-Psg,2 Easy Face Masks From Cloth Bag/ How to make Face mask easily at home/ How To Make Mask At Home,5:13,5.216666666666667,992K,1 month ago
75,p4USPU1Trz4,https://youtube.com/watch?v=p4USPU1Trz4,How to Make a Facemask with Fabric Ties and Filter Pocket,12:07,12.116666666666667,984K,4 weeks ago
76,2UejCpjfbn8,https://youtube.com/watch?v=2UejCpjfbn8,Simplified FACE MASK / No Elastic / Filter Pocket / Upcycled T-Shirt Ties,13:34,13.566666666666666,969K,4 weeks ago
77,fySsaOojEVM,https://youtube.com/watch?v=fySsaOojEVM,Make your own Face Mask!,33:06,33.1,953K,1 month ago
78,DqlmDf6_hsY,https://youtube.com/watch?v=DqlmDf6_hsY,Tutorial: How to Sew a Face Mask for Hospitals | Coronavirus COV19,20:03,20.05,929K,1 month ago
79,xdVO9emZhyQ,https://youtube.com/watch?v=xdVO9emZhyQ,How to Sew a Close-Fitted Fabric Face Mask | Sweet Red Poppy,3:04,3.066666666666667,920K,1 month ago
80,QcNL95YgxBM,https://youtube.com/watch?v=QcNL95YgxBM,10 minutes How to Make Fast & Easy Medical Face Mask from Fabric Washable Reusable + turban pattern.,6:41,6.683333333333334,904K,1 month ago
81,9yP_fnr4oVY,https://youtube.com/watch?v=9yP_fnr4oVY,3 DIY FACE MASKS ⎮ No Sewing Required!,4:24,4.4,902K,3 weeks ago
82,73fWF7NQ1kw,https://youtube.com/watch?v=73fWF7NQ1kw,DIY: Handmade Mask!!! How to Make Face Mask at Home using carry Bag/Cloth!!!,4:52,4.866666666666667,892K,1 month ago
83,1V3SLUHIJ5A,https://youtube.com/watch?v=1V3SLUHIJ5A,DIY REUSABLE FACE MASK with FILTER POCKET-4 Style Options-1 Easy SEW Pattern-Won't Fog Your Glasses!,32:28,32.46666666666667,890K,2 weeks ago
84,QGv6InnFFEo,https://youtube.com/watch?v=QGv6InnFFEo,20 EASY DIY FACE MASKS THAT WORK,13:08,13.133333333333333,881K,7 months ago
85,b6ADNMFRzIM,https://youtube.com/watch?v=b6ADNMFRzIM,1 Minute Easy DIY No Sew Face Mask Tutorial 😷 Bandana And 2 Ponytail Holders,2:17,2.283333333333333,863K,1 month ago
86,sQYecgsWWfU,https://youtube.com/watch?v=sQYecgsWWfU,DIY Face Mask // No sewing machine // how to make a medical face mask with no sewing machine needed,10:02,10.033333333333333,847K,1 month ago
87,RfFA8BNd5w4,https://youtube.com/watch?v=RfFA8BNd5w4,🚲Make Awesome Face Mask at Home 💙 How to Make Useful Mask 🌸 Diy Face Mask !,4:05,4.083333333333333,836K,1 month ago
88,L-HZ2iGtiHY,https://youtube.com/watch?v=L-HZ2iGtiHY,DIY 3D FACE MASK/special mask/how to sew mask to prevent infection /handmade cloth mask,9:47,9.783333333333333,833K,1 month ago
89,X_-R8Ox3Spw,https://youtube.com/watch?v=X_-R8Ox3Spw,DIY Fabric Tie Face Mask with Jenny Doan of Missouri Star Quilt Company,8:58,8.966666666666667,824K,4 weeks ago
90,rD6bnzKTkcc,https://youtube.com/watch?v=rD6bnzKTkcc,DIY Face Mask with Filter Pocket  - Make on a Cricut or By Hand!,17:55,17.916666666666668,811K,1 month ago
91,LTmckSKt5gU,https://youtube.com/watch?v=LTmckSKt5gU,Making Face Mask from Basic Materials,3:17,3.283333333333333,809K,4 weeks ago
92,KIR1tLAz8RM,https://youtube.com/watch?v=KIR1tLAz8RM,How to Sew a Simple Face Mask Tutorial,14:02,14.033333333333333,808K,1 month ago
93,fEHU0U4TQXc,https://youtube.com/watch?v=fEHU0U4TQXc,10 Minute Face Mask,14:00,14,804K,1 month ago
94,YnmE9ziLqfk,https://youtube.com/watch?v=YnmE9ziLqfk,"DIY HOME MADE FACE MASK FROM SOCKS - NO SEWING MACHINE, WASHABLE, REUSABLE WITH POCKET FOR FILTER",10:40,10.666666666666666,801K,2 weeks ago
95,zkQq3Iex-qo,https://youtube.com/watch?v=zkQq3Iex-qo,DIY Bandana Face Mask,3:39,3.65,794K,3 weeks ago
96,3YXQ0Y1NxdY,https://youtube.com/watch?v=3YXQ0Y1NxdY,Fabric Face Mask for Healthcare Workers,24:39,24.65,792K,1 month ago
97,yOQgMt44PPQ,https://youtube.com/watch?v=yOQgMt44PPQ,How to make Face Mask with Filter Pocket | Face Mask Sewing Tutorial | DIY Face Mask Pattern,15:54,15.9,769K,1 week ago
98,cGnSSxiCkdw,https://youtube.com/watch?v=cGnSSxiCkdw,LUMANG BRA FACE MASK IDEA | WASHABLE & REUSABLE | QUICK & EASY FACE MASK,4:03,4.05,766K,1 month ago
99,Ikcjtz59j_8,https://youtube.com/watch?v=Ikcjtz59j_8,How to make no sew and no elastic mask - A quick and easy mask,2:37,2.6166666666666667,725K,2 weeks ago
100,iDMzFFz97t4,https://youtube.com/watch?v=iDMzFFz97t4,How to Make a Fabric Mask without a Sewing Machine,3:54,3.9,716K,3 weeks ago
101,zoPSXaLKCNE,https://youtube.com/watch?v=zoPSXaLKCNE,HOW TO MAKE FACE MASK AT HOME | DIY FACE MASK WITH FILTER POCKET AND WIRE| SEWING TUTORIAL,8:21,8.35,712K,1 month ago
102,6gcLp0y-Mfg,https://youtube.com/watch?v=6gcLp0y-Mfg,How to Sew a Surgical Face Mask for Hospitals – Free Pattern,3:13,3.216666666666667,703K,1 month ago
103,xcHAa7ENmbA,https://youtube.com/watch?v=xcHAa7ENmbA,No Sew Face Mask With LulaRoe Leggings,2:28,2.466666666666667,703K,3 weeks ago
104,y3lcPRHo_nY,https://youtube.com/watch?v=y3lcPRHo_nY,"DIY Face Mask with Ties, Fitted Nose and Filter Pocket",10:11,10.183333333333334,697K,3 weeks ago
105,aHvghyn314U,https://youtube.com/watch?v=aHvghyn314U,DIY Best Fabric Face Mask Step-by-Step Tutorial for Beginners | Sweet Red Poppy,11:32,11.533333333333333,692K,1 month ago
106,3qwQpUVqJXY,https://youtube.com/watch?v=3qwQpUVqJXY,Como Hacer TAPABOCAS en Minutos /Face  Mask Ideas at Home /Useful Face Mask /How to Make Face Mask,13:44,13.733333333333333,688K,1 week ago
107,lgC1uwTxPQU,https://youtube.com/watch?v=lgC1uwTxPQU,Federal Government To Make New Recommendation On Wearing Face Masks | TODAY,19:07,19.116666666666667,686K,3 weeks ago
108,xbGCqFJp7r4,https://youtube.com/watch?v=xbGCqFJp7r4,DIY FACE MASK WITH FILTER POCKET & NOSE WIRE | HOW TO SEW A MEDICAL FACE MASK | DIY MASK,12:17,12.283333333333333,679K,3 weeks ago
109,sOJ_sm137fQ,https://youtube.com/watch?v=sOJ_sm137fQ,How to sew a simple Fabric Face Mask,7:17,7.283333333333333,676K,3 months ago
110,6T787NV6FpA,https://youtube.com/watch?v=6T787NV6FpA,How To Make A No Sew DIY N95 Type Protective Face Mask | Coronavirus | Covid-19,11:55,11.916666666666666,675K,1 month ago
111,epkPrgfF7-w,https://youtube.com/watch?v=epkPrgfF7-w,How to Make Mask at Home I face mask making with cloth - Ramulu Tailor,4:38,4.633333333333333,666K,1 month ago
112,xL8ctct0Dz4,https://youtube.com/watch?v=xL8ctct0Dz4,DIY FACE MASK - 2 STYLES // How To Make Easy Fabric FACE MASKS in 10 MINUTES!,10:21,10.35,661K,3 weeks ago
113,VNvRl5AXt8I,https://youtube.com/watch?v=VNvRl5AXt8I,How to make a Face Mask,7:10,7.166666666666667,655K,1 month ago
114,Qub1oRr2Gn4,https://youtube.com/watch?v=Qub1oRr2Gn4,How to make 3 EASY DIY Face Masks (No Sewing / machine) Reusable / Cheap - Nammzzi Tutorial,12:04,12.066666666666666,645K,4 weeks ago
115,5FCvj-7vlf0,https://youtube.com/watch?v=5FCvj-7vlf0,How to sew a NO GAP - DIY Medical Face mask step-by-step Tutorial with Free Printable Pattern,11:50,11.833333333333334,642K,3 weeks ago
116,Sq5XGrGq7QU,https://youtube.com/watch?v=Sq5XGrGq7QU,😷 How to sew face mask | How to make fabric mask (DIY) 😷,13:15,13.25,642K,1 month ago
117,q2B7Twkh2SI,https://youtube.com/watch?v=q2B7Twkh2SI,DIY Mask : How To Make a Mask with a Replaceable Filter (Free Pattern) Ver.1 - Sewing Therapy,8:11,8.183333333333334,642K,1 month ago
118,dY3aS1L7S-4,https://youtube.com/watch?v=dY3aS1L7S-4,How to Sew a Face Mask with Fabric Ties // TUTORIAL!,8:13,8.216666666666667,630K,4 weeks ago
119,iPdrF85KXSE,https://youtube.com/watch?v=iPdrF85KXSE,DIY : Instant facemask from socks ! No sew : No rubber band : Only one socks mask :,3:31,3.5166666666666666,624K,2 weeks ago
120,bCCtGq6maw8,https://youtube.com/watch?v=bCCtGq6maw8,DIY Face Masks - 3 Versions - 3 Strap Options - Filter Pocket and Nose Frame,39:42,39.7,615K,1 month ago
121,BCmkCTFEUos,https://youtube.com/watch?v=BCmkCTFEUos,DIY Face Mask | How to make MEDICAL MASK out of WET WIPES | Tutorial by NProkuda,7:13,7.216666666666667,614K,1 month ago
122,9PRlhV8gbTA,https://youtube.com/watch?v=9PRlhV8gbTA,EASY DIY Face Mask with Filter Pocket | NO Sewing Machine,7:11,7.183333333333334,608K,2 weeks ago
123,Ibk6NsTPjfw,https://youtube.com/watch?v=Ibk6NsTPjfw,How to Make a No-Sew Face Mask with a Bandana | DIY No Sew Face Mask  Easy and Quick for Anyone,2:00,2,605K,2 weeks ago
124,BJmZFPY-4h8,https://youtube.com/watch?v=BJmZFPY-4h8,How to Sew the VERY BEST Fitted Fabric Face Mask with Filter Pocket and Nose Support [FREE PATTERNS],20:52,20.866666666666667,595K,4 days ago
125,fMA7a6xO3G0,https://youtube.com/watch?v=fMA7a6xO3G0,DIY Homemade Surgical Face Mask,3:15,3.25,588K,2 months ago
126,056EB22bmfw,https://youtube.com/watch?v=056EB22bmfw,☔Make Face Mask With Hair Rubber Bands 💙 Stylish Face Mask 🌹 How to Make Face Mask at Home !,2:40,2.6666666666666665,588K,1 week ago
127,JpNmJGClKKI,https://youtube.com/watch?v=JpNmJGClKKI,DIY: FACE MASKS For All Ages (Washable + Re-Usable!) -By Orly Shani,10:51,10.85,583K,1 month ago
128,8E0oxZxrfxU,https://youtube.com/watch?v=8E0oxZxrfxU,🚲How to Make Face Mask at Home 💙 Make Useful Mask Easy 🌸 Beautiful Mask Diy Ideas !,3:22,3.3666666666666667,577K,1 month ago
129,N8WSpnVSsRg,https://youtube.com/watch?v=N8WSpnVSsRg,How to Make N95 PM2.5 Face Mask,10:48,10.8,566K,1 month ago
130,rmUH0Om3pBM,https://youtube.com/watch?v=rmUH0Om3pBM,How to make  face mask |  Easy Pattern | หน้ากากอนามัยทำเอง ด้วยแพทเทิร์นง่ายๆ,6:29,6.483333333333333,560K,5 days ago
131,zB68tnsXQ2w,https://youtube.com/watch?v=zB68tnsXQ2w,SEW DIY FABRIC FACE MASK,9:06,9.1,556K,1 month ago
132,POvs4vlQJOM,https://youtube.com/watch?v=POvs4vlQJOM,HOW TO SEW A MEDICAL FACE MASK WITH FILTER POCKET \\ DIY FACE MASK TUTORIAL FOR HOSPITALS,13:32,13.533333333333333,534K,3 weeks ago
133,fAbEKjf7Zvw,https://youtube.com/watch?v=fAbEKjf7Zvw,FACE MASK SEWING TUTORIAL | How to make a Cloth Face Mask | Easy 3D Face Mask,10:15,10.25,527K,1 week ago
134,jYMkW469NNc,https://youtube.com/watch?v=jYMkW469NNc,How to Make Face Mask With Filter Pocket ~ DIY Face Mask at Home in 2 minutes,2:32,2.533333333333333,527K,3 weeks ago
135,9uoPdENq68Y,https://youtube.com/watch?v=9uoPdENq68Y,How to make your own face mask without a sewing machine,1:33,1.55,524K,3 weeks ago
136,S2AdswfL9VM,https://youtube.com/watch?v=S2AdswfL9VM,How To Sew A Face Mask FAST & Easy- Darted Mask,12:32,12.533333333333333,510K,3 weeks ago
137,oMYII7ccTbM,https://youtube.com/watch?v=oMYII7ccTbM,DIY MASK Simple Easy,1:20,1.3333333333333333,506K,3 weeks ago
138,3HMz6-EngLc,https://youtube.com/watch?v=3HMz6-EngLc,How to make face mask with napkin | DIY,3:05,3.0833333333333335,503K,1 month ago
139,v93rcPkFkZc,https://youtube.com/watch?v=v93rcPkFkZc,Everything you need to know about face masks | COVID-19 Special,13:55,13.916666666666666,501K,2 weeks ago
140,8O88qNImD8M,https://youtube.com/watch?v=8O88qNImD8M,How To Make DIY Face Masks To Donate To Healthcare Workers | Good Housekeeping,13:54,13.9,499K,4 weeks ago
141,yx-RRrGtTmw,https://youtube.com/watch?v=yx-RRrGtTmw,How Surgical N95 Face Mask are made using Ultrasonic Welding By Sonitek,1:34,1.5666666666666667,496K,1 month ago
142,BQSipFa77Tc,https://youtube.com/watch?v=BQSipFa77Tc,Szájmaszk készítése házilag egyszerűen ! How to make face mask | DIY | Stay at home,5:09,5.15,496K,1 month ago
143,e-vIyLMgUhg,https://youtube.com/watch?v=e-vIyLMgUhg,How to make a healthcare mask with special filter pocket,7:35,7.583333333333333,494K,1 month ago
144,yPn5LPryn8I,https://youtube.com/watch?v=yPn5LPryn8I,DIY NO SEW Face mask from T-shirt sleeve | 5 minutes | Maison Zizou,4:33,4.55,491K,1 week ago
145,Xueb4VHqXQU,https://youtube.com/watch?v=Xueb4VHqXQU,How to Sew a Face Mask,13:07,13.116666666666667,491K,4 weeks ago
146,SLI3DECJR_Q,https://youtube.com/watch?v=SLI3DECJR_Q,How to Make a No Sew DIY protective Face Mask | Disposable Face Mask | Coronavirus | Covid-19,2:44,2.7333333333333334,484K,1 month ago
147,S1evPjZxx64,https://youtube.com/watch?v=S1evPjZxx64,EASY Step by Step 🤗 How to Make Fabric Face Mask with Filter Pocket,6:28,6.466666666666667,484K,3 weeks ago
148,VcQ69_ANsRA,https://youtube.com/watch?v=VcQ69_ANsRA,Make your own face mask (from scratch),4:03,4.05,472K,1 month ago
